MEDIDAS	AEROPUERTO_BASE	AEROPUERTO_ESCALA	MOVIMIENTO_AERONAVE	SERVICIO_AEREO	TIME_PERIOD	OBS_VALUE	ESTADO_OBSERVACION	CONFIDENCIALIDAD_OBSERVACION
PASAJEROS	ES_GCLP	IS	_T	COMMERCIAL	2020-M06	4	P	
PASAJEROS	ES_GCLP	IS	_T	COMMERCIAL	2020-M12	69	P	
PASAJEROS	ES_GCLP	IS	_T	NON_SCHEDULED	2020-M01	1478	P	
PASAJEROS	ES_GCLP	IS	_T	NON_SCHEDULED	2020-M02	1269	P	
PASAJEROS	ES_GCLP	IS	_T	NON_SCHEDULED	2020-M03	1334	P	
PASAJEROS	ES_GCLP	IS	_T	NON_SCHEDULED	2020-M06	4	P	
PASAJEROS	ES_GCLP	IS	_T	NON_SCHEDULED	2020-M12	69	P	
PASAJEROS	ES_GCLP	IS	_T	SCHEDULED	2020-M01	2450	P	
PASAJEROS	ES_GCLP	IS	_T	SCHEDULED	2020-M02	2617	P	
PASAJEROS	ES_GCLP	IS	_T	SCHEDULED	2020-M03	1765	P	
PASAJEROS	ES_GCLP	IS_BIKF	_T	COMMERCIAL	2020-M01	3928	P	
PASAJEROS	ES_GCLP	IS_BIKF	_T	COMMERCIAL	2020-M02	3886	P	
PASAJEROS	ES_GCLP	IS_BIKF	_T	COMMERCIAL	2020-M03	3099	P	
PASAJEROS	ES_GCLP	IS_BIKF	_T	COMMERCIAL	2020-M12	69	P	
PASAJEROS	ES_GCLP	IS_BIKF	_T	NON_SCHEDULED	2020-M01	1478	P	
PASAJEROS	ES_GCLP	IS_BIKF	_T	NON_SCHEDULED	2020-M02	1269	P	
PASAJEROS	ES_GCLP	IS_BIKF	_T	NON_SCHEDULED	2020-M03	1334	P	
PASAJEROS	ES_GCLP	IS_BIKF	_T	NON_SCHEDULED	2020-M12	69	P	
PASAJEROS	ES_GCLP	IS_BIKF	_T	SCHEDULED	2020-M01	2450	P	
PASAJEROS	ES_GCLP	IS_BIKF	_T	SCHEDULED	2020-M02	2617	P	
PASAJEROS	ES_GCLP	IS_BIKF	_T	SCHEDULED	2020-M03	1765	P	
PASAJEROS	ES_GCLP	IS_O	_T	COMMERCIAL	2020-M06	4	P	
PASAJEROS	ES_GCLP	IS_O	_T	NON_SCHEDULED	2020-M06	4	P	
PASAJEROS	ES_GCLP	IT	_T	COMMERCIAL	2020-M01	14838	P	
PASAJEROS	ES_GCLP	IT	_T	COMMERCIAL	2020-M02	8969	P	
PASAJEROS	ES_GCLP	IT	_T	COMMERCIAL	2020-M03	2285	P	
PASAJEROS	ES_GCLP	IT	_T	COMMERCIAL	2020-M04	344	P	
PASAJEROS	ES_GCLP	IT	_T	COMMERCIAL	2020-M05	295	P	
PASAJEROS	ES_GCLP	IT	_T	COMMERCIAL	2020-M06	272	P	
PASAJEROS	ES_GCLP	IT	_T	COMMERCIAL	2020-M07	6863	P	
PASAJEROS	ES_GCLP	IT	_T	COMMERCIAL	2020-M08	7440	P	
PASAJEROS	ES_GCLP	IT	_T	COMMERCIAL	2020-M09	3513	P	
PASAJEROS	ES_GCLP	IT	_T	COMMERCIAL	2020-M10	2953	P	
PASAJEROS	ES_GCLP	IT	_T	COMMERCIAL	2020-M11	2151	P	
PASAJEROS	ES_GCLP	IT	_T	COMMERCIAL	2020-M12	2289	P	
PASAJEROS	ES_GCLP	IT	_T	NON_SCHEDULED	2020-M03	84	P	
PASAJEROS	ES_GCLP	IT	_T	NON_SCHEDULED	2020-M04	344	P	
PASAJEROS	ES_GCLP	IT	_T	NON_SCHEDULED	2020-M05	295	P	
PASAJEROS	ES_GCLP	IT	_T	NON_SCHEDULED	2020-M06	272	P	
PASAJEROS	ES_GCLP	IT	_T	NON_SCHEDULED	2020-M07	10	P	
PASAJEROS	ES_GCLP	IT	_T	NON_SCHEDULED	2020-M11	7	P	
PASAJEROS	ES_GCLP	IT	_T	SCHEDULED	2020-M01	14838	P	
PASAJEROS	ES_GCLP	IT	_T	SCHEDULED	2020-M02	8969	P	
PASAJEROS	ES_GCLP	IT	_T	SCHEDULED	2020-M03	2201	P	
PASAJEROS	ES_GCLP	IT	_T	SCHEDULED	2020-M07	6853	P	
PASAJEROS	ES_GCLP	IT	_T	SCHEDULED	2020-M08	7440	P	
PASAJEROS	ES_GCLP	IT	_T	SCHEDULED	2020-M09	3513	P	
PASAJEROS	ES_GCLP	IT	_T	SCHEDULED	2020-M10	2953	P	
PASAJEROS	ES_GCLP	IT	_T	SCHEDULED	2020-M11	2144	P	
PASAJEROS	ES_GCLP	IT	_T	SCHEDULED	2020-M12	2289	P	
PASAJEROS	ES_GCLP	IT_LIMC	_T	COMMERCIAL	2020-M01	2613	P	
PASAJEROS	ES_GCLP	IT_LIMC	_T	COMMERCIAL	2020-M02	1802	P	
PASAJEROS	ES_GCLP	IT_LIMC	_T	COMMERCIAL	2020-M03	755	P	
PASAJEROS	ES_GCLP	IT_LIMC	_T	COMMERCIAL	2020-M04	341	P	
PASAJEROS	ES_GCLP	IT_LIMC	_T	COMMERCIAL	2020-M05	226	P	
PASAJEROS	ES_GCLP	IT_LIMC	_T	COMMERCIAL	2020-M06	166	P	
PASAJEROS	ES_GCLP	IT_LIMC	_T	COMMERCIAL	2020-M07	2206	P	
PASAJEROS	ES_GCLP	IT_LIMC	_T	COMMERCIAL	2020-M08	3608	P	
PASAJEROS	ES_GCLP	IT_LIMC	_T	COMMERCIAL	2020-M09	1263	P	
PASAJEROS	ES_GCLP	IT_LIMC	_T	COMMERCIAL	2020-M10	1013	P	
PASAJEROS	ES_GCLP	IT_LIMC	_T	COMMERCIAL	2020-M11	673	P	
PASAJEROS	ES_GCLP	IT_LIMC	_T	COMMERCIAL	2020-M12	833	P	
PASAJEROS	ES_GCLP	IT_LIMC	_T	NON_SCHEDULED	2020-M03	83	P	
PASAJEROS	ES_GCLP	IT_LIMC	_T	NON_SCHEDULED	2020-M04	341	P	
PASAJEROS	ES_GCLP	IT_LIMC	_T	NON_SCHEDULED	2020-M05	226	P	
PASAJEROS	ES_GCLP	IT_LIMC	_T	NON_SCHEDULED	2020-M06	166	P	
PASAJEROS	ES_GCLP	IT_LIMC	_T	SCHEDULED	2020-M01	2613	P	
PASAJEROS	ES_GCLP	IT_LIMC	_T	SCHEDULED	2020-M02	1802	P	
PASAJEROS	ES_GCLP	IT_LIMC	_T	SCHEDULED	2020-M03	672	P	
PASAJEROS	ES_GCLP	IT_LIMC	_T	SCHEDULED	2020-M07	2206	P	
PASAJEROS	ES_GCLP	IT_LIMC	_T	SCHEDULED	2020-M08	3608	P	
PASAJEROS	ES_GCLP	IT_LIMC	_T	SCHEDULED	2020-M09	1263	P	
PASAJEROS	ES_GCLP	IT_LIMC	_T	SCHEDULED	2020-M10	1013	P	
PASAJEROS	ES_GCLP	IT_LIMC	_T	SCHEDULED	2020-M11	673	P	
PASAJEROS	ES_GCLP	IT_LIMC	_T	SCHEDULED	2020-M12	833	P	
PASAJEROS	ES_GCLP	IT_LIME	_T	COMMERCIAL	2020-M01	6519	P	
PASAJEROS	ES_GCLP	IT_LIME	_T	COMMERCIAL	2020-M02	4507	P	
PASAJEROS	ES_GCLP	IT_LIME	_T	COMMERCIAL	2020-M03	956	P	
PASAJEROS	ES_GCLP	IT_LIME	_T	COMMERCIAL	2020-M07	2425	P	
PASAJEROS	ES_GCLP	IT_LIME	_T	COMMERCIAL	2020-M08	2172	P	
PASAJEROS	ES_GCLP	IT_LIME	_T	COMMERCIAL	2020-M09	1749	P	
PASAJEROS	ES_GCLP	IT_LIME	_T	COMMERCIAL	2020-M10	1462	P	
PASAJEROS	ES_GCLP	IT_LIME	_T	COMMERCIAL	2020-M11	1471	P	
PASAJEROS	ES_GCLP	IT_LIME	_T	COMMERCIAL	2020-M12	1456	P	
PASAJEROS	ES_GCLP	IT_LIME	_T	SCHEDULED	2020-M01	6519	P	
PASAJEROS	ES_GCLP	IT_LIME	_T	SCHEDULED	2020-M02	4507	P	
PASAJEROS	ES_GCLP	IT_LIME	_T	SCHEDULED	2020-M03	956	P	
PASAJEROS	ES_GCLP	IT_LIME	_T	SCHEDULED	2020-M07	2425	P	
PASAJEROS	ES_GCLP	IT_LIME	_T	SCHEDULED	2020-M08	2172	P	
PASAJEROS	ES_GCLP	IT_LIME	_T	SCHEDULED	2020-M09	1749	P	
PASAJEROS	ES_GCLP	IT_LIME	_T	SCHEDULED	2020-M10	1462	P	
PASAJEROS	ES_GCLP	IT_LIME	_T	SCHEDULED	2020-M11	1471	P	
PASAJEROS	ES_GCLP	IT_LIME	_T	SCHEDULED	2020-M12	1456	P	
PASAJEROS	ES_GCLP	IT_LIPE	_T	COMMERCIAL	2020-M01	1553	P	
PASAJEROS	ES_GCLP	IT_LIPE	_T	COMMERCIAL	2020-M07	1346	P	
PASAJEROS	ES_GCLP	IT_LIPE	_T	COMMERCIAL	2020-M08	972	P	
PASAJEROS	ES_GCLP	IT_LIPE	_T	COMMERCIAL	2020-M09	501	P	
PASAJEROS	ES_GCLP	IT_LIPE	_T	COMMERCIAL	2020-M10	478	P	
PASAJEROS	ES_GCLP	IT_LIPE	_T	SCHEDULED	2020-M01	1553	P	
PASAJEROS	ES_GCLP	IT_LIPE	_T	SCHEDULED	2020-M07	1346	P	
PASAJEROS	ES_GCLP	IT_LIPE	_T	SCHEDULED	2020-M08	972	P	
PASAJEROS	ES_GCLP	IT_LIPE	_T	SCHEDULED	2020-M09	501	P	
PASAJEROS	ES_GCLP	IT_LIPE	_T	SCHEDULED	2020-M10	478	P	
PASAJEROS	ES_GCLP	IT_LIPH	_T	COMMERCIAL	2020-M01	548	P	
PASAJEROS	ES_GCLP	IT_LIPH	_T	SCHEDULED	2020-M01	548	P	
PASAJEROS	ES_GCLP	IT_LIPX	_T	COMMERCIAL	2020-M01	573	P	
PASAJEROS	ES_GCLP	IT_LIPX	_T	COMMERCIAL	2020-M02	594	P	
PASAJEROS	ES_GCLP	IT_LIPX	_T	COMMERCIAL	2020-M03	158	P	
PASAJEROS	ES_GCLP	IT_LIPX	_T	SCHEDULED	2020-M01	573	P	
PASAJEROS	ES_GCLP	IT_LIPX	_T	SCHEDULED	2020-M02	594	P	
PASAJEROS	ES_GCLP	IT_LIPX	_T	SCHEDULED	2020-M03	158	P	
PASAJEROS	ES_GCLP	IT_LIRF	_T	COMMERCIAL	2020-M01	961	P	
PASAJEROS	ES_GCLP	IT_LIRF	_T	COMMERCIAL	2020-M02	328	P	
PASAJEROS	ES_GCLP	IT_LIRF	_T	COMMERCIAL	2020-M03	163	P	
PASAJEROS	ES_GCLP	IT_LIRF	_T	COMMERCIAL	2020-M05	69	P	
PASAJEROS	ES_GCLP	IT_LIRF	_T	COMMERCIAL	2020-M06	106	P	
PASAJEROS	ES_GCLP	IT_LIRF	_T	NON_SCHEDULED	2020-M05	69	P	
PASAJEROS	ES_GCLP	IT_LIRF	_T	NON_SCHEDULED	2020-M06	106	P	
PASAJEROS	ES_GCLP	IT_LIRF	_T	SCHEDULED	2020-M01	961	P	
PASAJEROS	ES_GCLP	IT_LIRF	_T	SCHEDULED	2020-M02	328	P	
PASAJEROS	ES_GCLP	IT_LIRF	_T	SCHEDULED	2020-M03	163	P	
PASAJEROS	ES_GCLP	IT_LIRP	_T	COMMERCIAL	2020-M01	2071	P	
PASAJEROS	ES_GCLP	IT_LIRP	_T	COMMERCIAL	2020-M02	1738	P	
PASAJEROS	ES_GCLP	IT_LIRP	_T	COMMERCIAL	2020-M03	252	P	
PASAJEROS	ES_GCLP	IT_LIRP	_T	COMMERCIAL	2020-M07	876	P	
PASAJEROS	ES_GCLP	IT_LIRP	_T	COMMERCIAL	2020-M08	688	P	
PASAJEROS	ES_GCLP	IT_LIRP	_T	SCHEDULED	2020-M01	2071	P	
PASAJEROS	ES_GCLP	IT_LIRP	_T	SCHEDULED	2020-M02	1738	P	
PASAJEROS	ES_GCLP	IT_LIRP	_T	SCHEDULED	2020-M03	252	P	
PASAJEROS	ES_GCLP	IT_LIRP	_T	SCHEDULED	2020-M07	876	P	
PASAJEROS	ES_GCLP	IT_LIRP	_T	SCHEDULED	2020-M08	688	P	
PASAJEROS	ES_GCLP	IT_O	_T	COMMERCIAL	2020-M03	1	P	
PASAJEROS	ES_GCLP	IT_O	_T	COMMERCIAL	2020-M04	3	P	
PASAJEROS	ES_GCLP	IT_O	_T	COMMERCIAL	2020-M07	10	P	
PASAJEROS	ES_GCLP	IT_O	_T	COMMERCIAL	2020-M11	7	P	
PASAJEROS	ES_GCLP	IT_O	_T	NON_SCHEDULED	2020-M03	1	P	
PASAJEROS	ES_GCLP	IT_O	_T	NON_SCHEDULED	2020-M04	3	P	
PASAJEROS	ES_GCLP	IT_O	_T	NON_SCHEDULED	2020-M07	10	P	
PASAJEROS	ES_GCLP	IT_O	_T	NON_SCHEDULED	2020-M11	7	P	
PASAJEROS	ES_GCLP	LT	_T	COMMERCIAL	2020-M02	47	P	
PASAJEROS	ES_GCLP	LT	_T	COMMERCIAL	2020-M03	125	P	
PASAJEROS	ES_GCLP	LT	_T	COMMERCIAL	2020-M06	12	P	
PASAJEROS	ES_GCLP	LT	_T	COMMERCIAL	2020-M07	167	P	
PASAJEROS	ES_GCLP	LT	_T	COMMERCIAL	2020-M08	129	P	
PASAJEROS	ES_GCLP	LT	_T	COMMERCIAL	2020-M09	93	P	
PASAJEROS	ES_GCLP	LT	_T	COMMERCIAL	2020-M10	2	P	
PASAJEROS	ES_GCLP	LT	_T	COMMERCIAL	2020-M12	80	P	
PASAJEROS	ES_GCLP	LT	_T	NON_SCHEDULED	2020-M02	47	P	
PASAJEROS	ES_GCLP	LT	_T	NON_SCHEDULED	2020-M03	125	P	
PASAJEROS	ES_GCLP	LT	_T	NON_SCHEDULED	2020-M06	12	P	
PASAJEROS	ES_GCLP	LT	_T	NON_SCHEDULED	2020-M07	167	P	
PASAJEROS	ES_GCLP	LT	_T	NON_SCHEDULED	2020-M08	129	P	
PASAJEROS	ES_GCLP	LT	_T	NON_SCHEDULED	2020-M09	93	P	
PASAJEROS	ES_GCLP	LT	_T	NON_SCHEDULED	2020-M10	2	P	
PASAJEROS	ES_GCLP	LT	_T	NON_SCHEDULED	2020-M12	80	P	
PASAJEROS	ES_GCLP	LT_EYVI	_T	COMMERCIAL	2020-M02	47	P	
PASAJEROS	ES_GCLP	LT_EYVI	_T	COMMERCIAL	2020-M03	125	P	
PASAJEROS	ES_GCLP	LT_EYVI	_T	COMMERCIAL	2020-M06	12	P	
PASAJEROS	ES_GCLP	LT_EYVI	_T	COMMERCIAL	2020-M07	167	P	
PASAJEROS	ES_GCLP	LT_EYVI	_T	COMMERCIAL	2020-M08	129	P	
PASAJEROS	ES_GCLP	LT_EYVI	_T	COMMERCIAL	2020-M09	93	P	
PASAJEROS	ES_GCLP	LT_EYVI	_T	COMMERCIAL	2020-M10	2	P	
PASAJEROS	ES_GCLP	LT_EYVI	_T	COMMERCIAL	2020-M12	80	P	
PASAJEROS	ES_GCLP	LT_EYVI	_T	NON_SCHEDULED	2020-M02	47	P	
PASAJEROS	ES_GCLP	LT_EYVI	_T	NON_SCHEDULED	2020-M03	125	P	
PASAJEROS	ES_GCLP	LT_EYVI	_T	NON_SCHEDULED	2020-M06	12	P	
PASAJEROS	ES_GCLP	LT_EYVI	_T	NON_SCHEDULED	2020-M07	167	P	
PASAJEROS	ES_GCLP	LT_EYVI	_T	NON_SCHEDULED	2020-M08	129	P	
PASAJEROS	ES_GCLP	LT_EYVI	_T	NON_SCHEDULED	2020-M09	93	P	
PASAJEROS	ES_GCLP	LT_EYVI	_T	NON_SCHEDULED	2020-M10	2	P	
PASAJEROS	ES_GCLP	LT_EYVI	_T	NON_SCHEDULED	2020-M12	80	P	
PASAJEROS	ES_GCLP	LU	_T	COMMERCIAL	2020-M01	3243	P	
PASAJEROS	ES_GCLP	LU	_T	COMMERCIAL	2020-M02	3106	P	
PASAJEROS	ES_GCLP	LU	_T	COMMERCIAL	2020-M03	1645	P	
PASAJEROS	ES_GCLP	LU	_T	COMMERCIAL	2020-M07	788	P	
PASAJEROS	ES_GCLP	LU	_T	COMMERCIAL	2020-M08	1078	P	
PASAJEROS	ES_GCLP	LU	_T	COMMERCIAL	2020-M09	754	P	
PASAJEROS	ES_GCLP	LU	_T	COMMERCIAL	2020-M10	804	P	
PASAJEROS	ES_GCLP	LU	_T	COMMERCIAL	2020-M11	1005	P	
PASAJEROS	ES_GCLP	LU	_T	COMMERCIAL	2020-M12	1129	P	
PASAJEROS	ES_GCLP	LU	_T	NON_SCHEDULED	2020-M03	2	P	
PASAJEROS	ES_GCLP	LU	_T	SCHEDULED	2020-M01	3243	P	
PASAJEROS	ES_GCLP	LU	_T	SCHEDULED	2020-M02	3106	P	
PASAJEROS	ES_GCLP	LU	_T	SCHEDULED	2020-M03	1643	P	
PASAJEROS	ES_GCLP	LU	_T	SCHEDULED	2020-M07	788	P	
PASAJEROS	ES_GCLP	LU	_T	SCHEDULED	2020-M08	1078	P	
PASAJEROS	ES_GCLP	LU	_T	SCHEDULED	2020-M09	754	P	
PASAJEROS	ES_GCLP	LU	_T	SCHEDULED	2020-M10	804	P	
PASAJEROS	ES_GCLP	LU	_T	SCHEDULED	2020-M11	1005	P	
PASAJEROS	ES_GCLP	LU	_T	SCHEDULED	2020-M12	1129	P	
PASAJEROS	ES_GCLP	LU_ELLX	_T	COMMERCIAL	2020-M01	3243	P	
PASAJEROS	ES_GCLP	LU_ELLX	_T	COMMERCIAL	2020-M02	3106	P	
PASAJEROS	ES_GCLP	LU_ELLX	_T	COMMERCIAL	2020-M03	1645	P	
PASAJEROS	ES_GCLP	LU_ELLX	_T	COMMERCIAL	2020-M07	788	P	
PASAJEROS	ES_GCLP	LU_ELLX	_T	COMMERCIAL	2020-M08	1078	P	
PASAJEROS	ES_GCLP	LU_ELLX	_T	COMMERCIAL	2020-M09	754	P	
PASAJEROS	ES_GCLP	LU_ELLX	_T	COMMERCIAL	2020-M10	804	P	
PASAJEROS	ES_GCLP	LU_ELLX	_T	COMMERCIAL	2020-M11	1005	P	
PASAJEROS	ES_GCLP	LU_ELLX	_T	COMMERCIAL	2020-M12	1129	P	
PASAJEROS	ES_GCLP	LU_ELLX	_T	NON_SCHEDULED	2020-M03	2	P	
PASAJEROS	ES_GCLP	LU_ELLX	_T	SCHEDULED	2020-M01	3243	P	
PASAJEROS	ES_GCLP	LU_ELLX	_T	SCHEDULED	2020-M02	3106	P	
PASAJEROS	ES_GCLP	LU_ELLX	_T	SCHEDULED	2020-M03	1643	P	
PASAJEROS	ES_GCLP	LU_ELLX	_T	SCHEDULED	2020-M07	788	P	
PASAJEROS	ES_GCLP	LU_ELLX	_T	SCHEDULED	2020-M08	1078	P	
PASAJEROS	ES_GCLP	LU_ELLX	_T	SCHEDULED	2020-M09	754	P	
PASAJEROS	ES_GCLP	LU_ELLX	_T	SCHEDULED	2020-M10	804	P	
PASAJEROS	ES_GCLP	LU_ELLX	_T	SCHEDULED	2020-M11	1005	P	
PASAJEROS	ES_GCLP	LU_ELLX	_T	SCHEDULED	2020-M12	1129	P	
PASAJEROS	ES_GCLP	MA	_T	COMMERCIAL	2020-M01	8106	P	
PASAJEROS	ES_GCLP	MA	_T	COMMERCIAL	2020-M02	6931	P	
PASAJEROS	ES_GCLP	MA	_T	COMMERCIAL	2020-M03	2597	P	
PASAJEROS	ES_GCLP	MA	_T	COMMERCIAL	2020-M06	110	P	
PASAJEROS	ES_GCLP	MA	_T	COMMERCIAL	2020-M07	470	P	
PASAJEROS	ES_GCLP	MA	_T	COMMERCIAL	2020-M08	1281	P	
PASAJEROS	ES_GCLP	MA	_T	COMMERCIAL	2020-M09	1439	P	
PASAJEROS	ES_GCLP	MA	_T	COMMERCIAL	2020-M10	2566	P	
PASAJEROS	ES_GCLP	MA	_T	COMMERCIAL	2020-M11	2908	P	
PASAJEROS	ES_GCLP	MA	_T	COMMERCIAL	2020-M12	3869	P	
PASAJEROS	ES_GCLP	MA	_T	NON_SCHEDULED	2020-M01	24	P	
PASAJEROS	ES_GCLP	MA	_T	NON_SCHEDULED	2020-M02	194	P	
PASAJEROS	ES_GCLP	MA	_T	NON_SCHEDULED	2020-M03	77	P	
PASAJEROS	ES_GCLP	MA	_T	NON_SCHEDULED	2020-M06	110	P	
PASAJEROS	ES_GCLP	MA	_T	NON_SCHEDULED	2020-M07	5	P	
PASAJEROS	ES_GCLP	MA	_T	NON_SCHEDULED	2020-M08	4	P	
PASAJEROS	ES_GCLP	MA	_T	NON_SCHEDULED	2020-M09	2	P	
PASAJEROS	ES_GCLP	MA	_T	NON_SCHEDULED	2020-M11	5	P	
PASAJEROS	ES_GCLP	MA	_T	SCHEDULED	2020-M01	8082	P	
PASAJEROS	ES_GCLP	MA	_T	SCHEDULED	2020-M02	6737	P	
PASAJEROS	ES_GCLP	MA	_T	SCHEDULED	2020-M03	2520	P	
PASAJEROS	ES_GCLP	MA	_T	SCHEDULED	2020-M07	465	P	
PASAJEROS	ES_GCLP	MA	_T	SCHEDULED	2020-M08	1277	P	
PASAJEROS	ES_GCLP	MA	_T	SCHEDULED	2020-M09	1437	P	
PASAJEROS	ES_GCLP	MA	_T	SCHEDULED	2020-M10	2566	P	
PASAJEROS	ES_GCLP	MA	_T	SCHEDULED	2020-M11	2903	P	
PASAJEROS	ES_GCLP	MA	_T	SCHEDULED	2020-M12	3869	P	
PASAJEROS	ES_GCLP	MA_GMAD	_T	COMMERCIAL	2020-M01	874	P	
PASAJEROS	ES_GCLP	MA_GMAD	_T	COMMERCIAL	2020-M02	828	P	
PASAJEROS	ES_GCLP	MA_GMAD	_T	COMMERCIAL	2020-M03	361	P	
PASAJEROS	ES_GCLP	MA_GMAD	_T	NON_SCHEDULED	2020-M03	31	P	
PASAJEROS	ES_GCLP	MA_GMAD	_T	SCHEDULED	2020-M01	874	P	
PASAJEROS	ES_GCLP	MA_GMAD	_T	SCHEDULED	2020-M02	828	P	
PASAJEROS	ES_GCLP	MA_GMAD	_T	SCHEDULED	2020-M03	330	P	
PASAJEROS	ES_GCLP	MA_GMMH	_T	COMMERCIAL	2020-M01	528	P	
PASAJEROS	ES_GCLP	MA_GMMH	_T	COMMERCIAL	2020-M02	533	P	
PASAJEROS	ES_GCLP	MA_GMMH	_T	COMMERCIAL	2020-M03	124	P	
PASAJEROS	ES_GCLP	MA_GMMH	_T	COMMERCIAL	2020-M08	4	P	
PASAJEROS	ES_GCLP	MA_GMMH	_T	NON_SCHEDULED	2020-M08	4	P	
PASAJEROS	ES_GCLP	MA_GMMH	_T	SCHEDULED	2020-M01	528	P	
PASAJEROS	ES_GCLP	MA_GMMH	_T	SCHEDULED	2020-M02	533	P	
PASAJEROS	ES_GCLP	MA_GMMH	_T	SCHEDULED	2020-M03	124	P	
PASAJEROS	ES_GCLP	MA_GMML	_T	COMMERCIAL	2020-M01	4600	P	
PASAJEROS	ES_GCLP	MA_GMML	_T	COMMERCIAL	2020-M02	3770	P	
PASAJEROS	ES_GCLP	MA_GMML	_T	COMMERCIAL	2020-M03	1315	P	
PASAJEROS	ES_GCLP	MA_GMML	_T	COMMERCIAL	2020-M06	110	P	
PASAJEROS	ES_GCLP	MA_GMML	_T	COMMERCIAL	2020-M07	166	P	
PASAJEROS	ES_GCLP	MA_GMML	_T	COMMERCIAL	2020-M08	621	P	
PASAJEROS	ES_GCLP	MA_GMML	_T	COMMERCIAL	2020-M09	1212	P	
PASAJEROS	ES_GCLP	MA_GMML	_T	COMMERCIAL	2020-M10	2437	P	
PASAJEROS	ES_GCLP	MA_GMML	_T	COMMERCIAL	2020-M11	2765	P	
PASAJEROS	ES_GCLP	MA_GMML	_T	COMMERCIAL	2020-M12	3488	P	
PASAJEROS	ES_GCLP	MA_GMML	_T	NON_SCHEDULED	2020-M01	18	P	
PASAJEROS	ES_GCLP	MA_GMML	_T	NON_SCHEDULED	2020-M02	9	P	
PASAJEROS	ES_GCLP	MA_GMML	_T	NON_SCHEDULED	2020-M06	110	P	
PASAJEROS	ES_GCLP	MA_GMML	_T	NON_SCHEDULED	2020-M07	3	P	
PASAJEROS	ES_GCLP	MA_GMML	_T	NON_SCHEDULED	2020-M09	2	P	
PASAJEROS	ES_GCLP	MA_GMML	_T	NON_SCHEDULED	2020-M11	1	P	
PASAJEROS	ES_GCLP	MA_GMML	_T	SCHEDULED	2020-M01	4582	P	
PASAJEROS	ES_GCLP	MA_GMML	_T	SCHEDULED	2020-M02	3761	P	
PASAJEROS	ES_GCLP	MA_GMML	_T	SCHEDULED	2020-M03	1315	P	
PASAJEROS	ES_GCLP	MA_GMML	_T	SCHEDULED	2020-M07	163	P	
PASAJEROS	ES_GCLP	MA_GMML	_T	SCHEDULED	2020-M08	621	P	
PASAJEROS	ES_GCLP	MA_GMML	_T	SCHEDULED	2020-M09	1210	P	
PASAJEROS	ES_GCLP	MA_GMML	_T	SCHEDULED	2020-M10	2437	P	
PASAJEROS	ES_GCLP	MA_GMML	_T	SCHEDULED	2020-M11	2764	P	
PASAJEROS	ES_GCLP	MA_GMML	_T	SCHEDULED	2020-M12	3488	P	
PASAJEROS	ES_GCLP	MA_GMMN	_T	COMMERCIAL	2020-M01	1195	P	
PASAJEROS	ES_GCLP	MA_GMMN	_T	COMMERCIAL	2020-M02	773	P	
PASAJEROS	ES_GCLP	MA_GMMN	_T	COMMERCIAL	2020-M03	332	P	
PASAJEROS	ES_GCLP	MA_GMMN	_T	COMMERCIAL	2020-M07	302	P	
PASAJEROS	ES_GCLP	MA_GMMN	_T	COMMERCIAL	2020-M08	656	P	
PASAJEROS	ES_GCLP	MA_GMMN	_T	COMMERCIAL	2020-M09	227	P	
PASAJEROS	ES_GCLP	MA_GMMN	_T	COMMERCIAL	2020-M10	129	P	
PASAJEROS	ES_GCLP	MA_GMMN	_T	COMMERCIAL	2020-M11	139	P	
PASAJEROS	ES_GCLP	MA_GMMN	_T	COMMERCIAL	2020-M12	381	P	
PASAJEROS	ES_GCLP	MA_GMMN	_T	SCHEDULED	2020-M01	1195	P	
PASAJEROS	ES_GCLP	MA_GMMN	_T	SCHEDULED	2020-M02	773	P	
PASAJEROS	ES_GCLP	MA_GMMN	_T	SCHEDULED	2020-M03	332	P	
PASAJEROS	ES_GCLP	MA_GMMN	_T	SCHEDULED	2020-M07	302	P	
PASAJEROS	ES_GCLP	MA_GMMN	_T	SCHEDULED	2020-M08	656	P	
PASAJEROS	ES_GCLP	MA_GMMN	_T	SCHEDULED	2020-M09	227	P	
PASAJEROS	ES_GCLP	MA_GMMN	_T	SCHEDULED	2020-M10	129	P	
PASAJEROS	ES_GCLP	MA_GMMN	_T	SCHEDULED	2020-M11	139	P	
PASAJEROS	ES_GCLP	MA_GMMN	_T	SCHEDULED	2020-M12	381	P	
PASAJEROS	ES_GCLP	MA_GMMX	_T	COMMERCIAL	2020-M01	903	P	
PASAJEROS	ES_GCLP	MA_GMMX	_T	COMMERCIAL	2020-M02	1027	P	
PASAJEROS	ES_GCLP	MA_GMMX	_T	COMMERCIAL	2020-M03	461	P	
PASAJEROS	ES_GCLP	MA_GMMX	_T	COMMERCIAL	2020-M07	2	P	
PASAJEROS	ES_GCLP	MA_GMMX	_T	COMMERCIAL	2020-M11	4	P	
PASAJEROS	ES_GCLP	MA_GMMX	_T	NON_SCHEDULED	2020-M02	185	P	
PASAJEROS	ES_GCLP	MA_GMMX	_T	NON_SCHEDULED	2020-M03	43	P	
PASAJEROS	ES_GCLP	MA_GMMX	_T	NON_SCHEDULED	2020-M07	2	P	
PASAJEROS	ES_GCLP	MA_GMMX	_T	NON_SCHEDULED	2020-M11	4	P	
PASAJEROS	ES_GCLP	MA_GMMX	_T	SCHEDULED	2020-M01	903	P	
