MEDIDAS	AEROPUERTO_BASE	AEROPUERTO_ESCALA	MOVIMIENTO_AERONAVE	SERVICIO_AEREO	TIME_PERIOD	OBS_VALUE	ESTADO_OBSERVACION	CONFIDENCIALIDAD_OBSERVACION
PASAJEROS	ES70	AT	_T	COMMERCIAL	2020-M01	25290	P	
PASAJEROS	ES70	AT	_T	COMMERCIAL	2020-M02	25888	P	
PASAJEROS	ES70	AT	_T	COMMERCIAL	2020-M03	10455	P	
PASAJEROS	ES70	AT	_T	COMMERCIAL	2020-M04	3	P	
PASAJEROS	ES70	AT	_T	COMMERCIAL	2020-M05	9	P	
PASAJEROS	ES70	AT	_T	COMMERCIAL	2020-M06	1	P	
PASAJEROS	ES70	AT	_T	COMMERCIAL	2020-M07	2680	P	
PASAJEROS	ES70	AT	_T	COMMERCIAL	2020-M08	3809	P	
PASAJEROS	ES70	AT	_T	COMMERCIAL	2020-M09	3097	P	
PASAJEROS	ES70	AT	_T	COMMERCIAL	2020-M10	3681	P	
PASAJEROS	ES70	AT	_T	COMMERCIAL	2020-M11	3491	P	
PASAJEROS	ES70	AT	_T	COMMERCIAL	2020-M12	3842	P	
PASAJEROS	ES70	AT	_T	NON_SCHEDULED	2020-M01	5	P	
PASAJEROS	ES70	AT	_T	NON_SCHEDULED	2020-M02	2	P	
PASAJEROS	ES70	AT	_T	NON_SCHEDULED	2020-M03	491	P	
PASAJEROS	ES70	AT	_T	NON_SCHEDULED	2020-M04	3	P	
PASAJEROS	ES70	AT	_T	NON_SCHEDULED	2020-M05	9	P	
PASAJEROS	ES70	AT	_T	NON_SCHEDULED	2020-M06	1	P	
PASAJEROS	ES70	AT	_T	NON_SCHEDULED	2020-M07	15	P	
PASAJEROS	ES70	AT	_T	NON_SCHEDULED	2020-M08	4	P	
PASAJEROS	ES70	AT	_T	NON_SCHEDULED	2020-M11	5	P	
PASAJEROS	ES70	AT	_T	NON_SCHEDULED	2020-M12	150	P	
PASAJEROS	ES70	AT	_T	SCHEDULED	2020-M01	25285	P	
PASAJEROS	ES70	AT	_T	SCHEDULED	2020-M02	25886	P	
PASAJEROS	ES70	AT	_T	SCHEDULED	2020-M03	9964	P	
PASAJEROS	ES70	AT	_T	SCHEDULED	2020-M07	2665	P	
PASAJEROS	ES70	AT	_T	SCHEDULED	2020-M08	3805	P	
PASAJEROS	ES70	AT	_T	SCHEDULED	2020-M09	3097	P	
PASAJEROS	ES70	AT	_T	SCHEDULED	2020-M10	3681	P	
PASAJEROS	ES70	AT	_T	SCHEDULED	2020-M11	3486	P	
PASAJEROS	ES70	AT	_T	SCHEDULED	2020-M12	3692	P	
PASAJEROS	ES70	AT_LOWG	_T	COMMERCIAL	2020-M01	2	P	
PASAJEROS	ES70	AT_LOWG	_T	COMMERCIAL	2020-M02	2	P	
PASAJEROS	ES70	AT_LOWG	_T	COMMERCIAL	2020-M08	2	P	
PASAJEROS	ES70	AT_LOWG	_T	NON_SCHEDULED	2020-M01	2	P	
PASAJEROS	ES70	AT_LOWG	_T	NON_SCHEDULED	2020-M02	2	P	
PASAJEROS	ES70	AT_LOWG	_T	NON_SCHEDULED	2020-M08	2	P	
PASAJEROS	ES70	AT_LOWL	_T	COMMERCIAL	2020-M11	2	P	
PASAJEROS	ES70	AT_LOWL	_T	NON_SCHEDULED	2020-M11	2	P	
PASAJEROS	ES70	AT_LOWS	_T	COMMERCIAL	2020-M01	2499	P	
PASAJEROS	ES70	AT_LOWS	_T	COMMERCIAL	2020-M02	2520	P	
PASAJEROS	ES70	AT_LOWS	_T	COMMERCIAL	2020-M03	851	P	
PASAJEROS	ES70	AT_LOWS	_T	SCHEDULED	2020-M01	2499	P	
PASAJEROS	ES70	AT_LOWS	_T	SCHEDULED	2020-M02	2520	P	
PASAJEROS	ES70	AT_LOWS	_T	SCHEDULED	2020-M03	851	P	
PASAJEROS	ES70	AT_LOWW	_T	COMMERCIAL	2020-M01	22787	P	
PASAJEROS	ES70	AT_LOWW	_T	COMMERCIAL	2020-M02	23366	P	
PASAJEROS	ES70	AT_LOWW	_T	COMMERCIAL	2020-M03	9599	P	
PASAJEROS	ES70	AT_LOWW	_T	COMMERCIAL	2020-M04	2	P	
PASAJEROS	ES70	AT_LOWW	_T	COMMERCIAL	2020-M05	9	P	
PASAJEROS	ES70	AT_LOWW	_T	COMMERCIAL	2020-M06	1	P	
PASAJEROS	ES70	AT_LOWW	_T	COMMERCIAL	2020-M07	2678	P	
PASAJEROS	ES70	AT_LOWW	_T	COMMERCIAL	2020-M08	3805	P	
PASAJEROS	ES70	AT_LOWW	_T	COMMERCIAL	2020-M09	3097	P	
PASAJEROS	ES70	AT_LOWW	_T	COMMERCIAL	2020-M10	3681	P	
PASAJEROS	ES70	AT_LOWW	_T	COMMERCIAL	2020-M11	3489	P	
PASAJEROS	ES70	AT_LOWW	_T	COMMERCIAL	2020-M12	3842	P	
PASAJEROS	ES70	AT_LOWW	_T	NON_SCHEDULED	2020-M01	1	P	
PASAJEROS	ES70	AT_LOWW	_T	NON_SCHEDULED	2020-M03	486	P	
PASAJEROS	ES70	AT_LOWW	_T	NON_SCHEDULED	2020-M04	2	P	
PASAJEROS	ES70	AT_LOWW	_T	NON_SCHEDULED	2020-M05	9	P	
PASAJEROS	ES70	AT_LOWW	_T	NON_SCHEDULED	2020-M06	1	P	
PASAJEROS	ES70	AT_LOWW	_T	NON_SCHEDULED	2020-M07	13	P	
PASAJEROS	ES70	AT_LOWW	_T	NON_SCHEDULED	2020-M11	3	P	
PASAJEROS	ES70	AT_LOWW	_T	NON_SCHEDULED	2020-M12	150	P	
PASAJEROS	ES70	AT_LOWW	_T	SCHEDULED	2020-M01	22786	P	
PASAJEROS	ES70	AT_LOWW	_T	SCHEDULED	2020-M02	23366	P	
PASAJEROS	ES70	AT_LOWW	_T	SCHEDULED	2020-M03	9113	P	
PASAJEROS	ES70	AT_LOWW	_T	SCHEDULED	2020-M07	2665	P	
PASAJEROS	ES70	AT_LOWW	_T	SCHEDULED	2020-M08	3805	P	
PASAJEROS	ES70	AT_LOWW	_T	SCHEDULED	2020-M09	3097	P	
PASAJEROS	ES70	AT_LOWW	_T	SCHEDULED	2020-M10	3681	P	
PASAJEROS	ES70	AT_LOWW	_T	SCHEDULED	2020-M11	3486	P	
PASAJEROS	ES70	AT_LOWW	_T	SCHEDULED	2020-M12	3692	P	
PASAJEROS	ES70	AT_O	_T	COMMERCIAL	2020-M01	2	P	
PASAJEROS	ES70	AT_O	_T	COMMERCIAL	2020-M03	5	P	
PASAJEROS	ES70	AT_O	_T	COMMERCIAL	2020-M04	1	P	
PASAJEROS	ES70	AT_O	_T	COMMERCIAL	2020-M07	2	P	
PASAJEROS	ES70	AT_O	_T	COMMERCIAL	2020-M08	2	P	
PASAJEROS	ES70	AT_O	_T	NON_SCHEDULED	2020-M01	2	P	
PASAJEROS	ES70	AT_O	_T	NON_SCHEDULED	2020-M03	5	P	
PASAJEROS	ES70	AT_O	_T	NON_SCHEDULED	2020-M04	1	P	
PASAJEROS	ES70	AT_O	_T	NON_SCHEDULED	2020-M07	2	P	
PASAJEROS	ES70	AT_O	_T	NON_SCHEDULED	2020-M08	2	P	
PASAJEROS	ES70	BE	_T	COMMERCIAL	2020-M01	66352	P	
PASAJEROS	ES70	BE	_T	COMMERCIAL	2020-M02	68195	P	
PASAJEROS	ES70	BE	_T	COMMERCIAL	2020-M03	37527	P	
PASAJEROS	ES70	BE	_T	COMMERCIAL	2020-M04	670	P	
PASAJEROS	ES70	BE	_T	COMMERCIAL	2020-M05	272	P	
PASAJEROS	ES70	BE	_T	COMMERCIAL	2020-M06	526	P	
PASAJEROS	ES70	BE	_T	COMMERCIAL	2020-M07	31130	P	
PASAJEROS	ES70	BE	_T	COMMERCIAL	2020-M08	42547	P	
PASAJEROS	ES70	BE	_T	COMMERCIAL	2020-M09	30435	P	
PASAJEROS	ES70	BE	_T	COMMERCIAL	2020-M10	23435	P	
PASAJEROS	ES70	BE	_T	COMMERCIAL	2020-M11	25559	P	
PASAJEROS	ES70	BE	_T	COMMERCIAL	2020-M12	30833	P	
PASAJEROS	ES70	BE	_T	COMMERCIAL_O	2020-M08	50	P	
PASAJEROS	ES70	BE	_T	COMMERCIAL_O	2020-M12	73	P	
PASAJEROS	ES70	BE	_T	NON_SCHEDULED	2020-M01	77	P	
PASAJEROS	ES70	BE	_T	NON_SCHEDULED	2020-M02	17	P	
PASAJEROS	ES70	BE	_T	NON_SCHEDULED	2020-M03	1445	P	
PASAJEROS	ES70	BE	_T	NON_SCHEDULED	2020-M04	670	P	
PASAJEROS	ES70	BE	_T	NON_SCHEDULED	2020-M05	272	P	
PASAJEROS	ES70	BE	_T	NON_SCHEDULED	2020-M06	4	P	
PASAJEROS	ES70	BE	_T	NON_SCHEDULED	2020-M07	839	P	
PASAJEROS	ES70	BE	_T	NON_SCHEDULED	2020-M08	1788	P	
PASAJEROS	ES70	BE	_T	NON_SCHEDULED	2020-M09	280	P	
PASAJEROS	ES70	BE	_T	NON_SCHEDULED	2020-M10	12	P	
PASAJEROS	ES70	BE	_T	NON_SCHEDULED	2020-M11	18	P	
PASAJEROS	ES70	BE	_T	NON_SCHEDULED	2020-M12	1	P	
PASAJEROS	ES70	BE	_T	SCHEDULED	2020-M01	66275	P	
PASAJEROS	ES70	BE	_T	SCHEDULED	2020-M02	68178	P	
PASAJEROS	ES70	BE	_T	SCHEDULED	2020-M03	36082	P	
PASAJEROS	ES70	BE	_T	SCHEDULED	2020-M06	522	P	
PASAJEROS	ES70	BE	_T	SCHEDULED	2020-M07	30291	P	
PASAJEROS	ES70	BE	_T	SCHEDULED	2020-M08	40709	P	
PASAJEROS	ES70	BE	_T	SCHEDULED	2020-M09	30155	P	
PASAJEROS	ES70	BE	_T	SCHEDULED	2020-M10	23423	P	
PASAJEROS	ES70	BE	_T	SCHEDULED	2020-M11	25541	P	
PASAJEROS	ES70	BE	_T	SCHEDULED	2020-M12	30759	P	
PASAJEROS	ES70	BE_EBBR	_T	COMMERCIAL	2020-M01	38863	P	
PASAJEROS	ES70	BE_EBBR	_T	COMMERCIAL	2020-M02	39474	P	
PASAJEROS	ES70	BE_EBBR	_T	COMMERCIAL	2020-M03	22525	P	
PASAJEROS	ES70	BE_EBBR	_T	COMMERCIAL	2020-M04	668	P	
PASAJEROS	ES70	BE_EBBR	_T	COMMERCIAL	2020-M05	270	P	
PASAJEROS	ES70	BE_EBBR	_T	COMMERCIAL	2020-M06	254	P	
PASAJEROS	ES70	BE_EBBR	_T	COMMERCIAL	2020-M07	19476	P	
PASAJEROS	ES70	BE_EBBR	_T	COMMERCIAL	2020-M08	26510	P	
PASAJEROS	ES70	BE_EBBR	_T	COMMERCIAL	2020-M09	19210	P	
PASAJEROS	ES70	BE_EBBR	_T	COMMERCIAL	2020-M10	13461	P	
PASAJEROS	ES70	BE_EBBR	_T	COMMERCIAL	2020-M11	15992	P	
PASAJEROS	ES70	BE_EBBR	_T	COMMERCIAL	2020-M12	20225	P	
PASAJEROS	ES70	BE_EBBR	_T	COMMERCIAL_O	2020-M08	50	P	
PASAJEROS	ES70	BE_EBBR	_T	COMMERCIAL_O	2020-M12	73	P	
PASAJEROS	ES70	BE_EBBR	_T	NON_SCHEDULED	2020-M01	75	P	
PASAJEROS	ES70	BE_EBBR	_T	NON_SCHEDULED	2020-M02	9	P	
PASAJEROS	ES70	BE_EBBR	_T	NON_SCHEDULED	2020-M03	1222	P	
PASAJEROS	ES70	BE_EBBR	_T	NON_SCHEDULED	2020-M04	668	P	
PASAJEROS	ES70	BE_EBBR	_T	NON_SCHEDULED	2020-M05	270	P	
PASAJEROS	ES70	BE_EBBR	_T	NON_SCHEDULED	2020-M06	2	P	
PASAJEROS	ES70	BE_EBBR	_T	NON_SCHEDULED	2020-M07	829	P	
PASAJEROS	ES70	BE_EBBR	_T	NON_SCHEDULED	2020-M08	1785	P	
PASAJEROS	ES70	BE_EBBR	_T	NON_SCHEDULED	2020-M09	174	P	
PASAJEROS	ES70	BE_EBBR	_T	NON_SCHEDULED	2020-M10	8	P	
PASAJEROS	ES70	BE_EBBR	_T	NON_SCHEDULED	2020-M11	4	P	
PASAJEROS	ES70	BE_EBBR	_T	SCHEDULED	2020-M01	38788	P	
PASAJEROS	ES70	BE_EBBR	_T	SCHEDULED	2020-M02	39465	P	
PASAJEROS	ES70	BE_EBBR	_T	SCHEDULED	2020-M03	21303	P	
PASAJEROS	ES70	BE_EBBR	_T	SCHEDULED	2020-M06	252	P	
PASAJEROS	ES70	BE_EBBR	_T	SCHEDULED	2020-M07	18647	P	
PASAJEROS	ES70	BE_EBBR	_T	SCHEDULED	2020-M08	24675	P	
PASAJEROS	ES70	BE_EBBR	_T	SCHEDULED	2020-M09	19036	P	
PASAJEROS	ES70	BE_EBBR	_T	SCHEDULED	2020-M10	13453	P	
PASAJEROS	ES70	BE_EBBR	_T	SCHEDULED	2020-M11	15988	P	
PASAJEROS	ES70	BE_EBBR	_T	SCHEDULED	2020-M12	20152	P	
PASAJEROS	ES70	BE_EBCI	_T	COMMERCIAL	2020-M01	17986	P	
PASAJEROS	ES70	BE_EBCI	_T	COMMERCIAL	2020-M02	19906	P	
PASAJEROS	ES70	BE_EBCI	_T	COMMERCIAL	2020-M03	9648	P	
PASAJEROS	ES70	BE_EBCI	_T	COMMERCIAL	2020-M06	272	P	
PASAJEROS	ES70	BE_EBCI	_T	COMMERCIAL	2020-M07	7905	P	
PASAJEROS	ES70	BE_EBCI	_T	COMMERCIAL	2020-M08	10534	P	
PASAJEROS	ES70	BE_EBCI	_T	COMMERCIAL	2020-M09	5980	P	
PASAJEROS	ES70	BE_EBCI	_T	COMMERCIAL	2020-M10	7502	P	
PASAJEROS	ES70	BE_EBCI	_T	COMMERCIAL	2020-M11	9553	P	
PASAJEROS	ES70	BE_EBCI	_T	COMMERCIAL	2020-M12	10607	P	
PASAJEROS	ES70	BE_EBCI	_T	NON_SCHEDULED	2020-M03	42	P	
PASAJEROS	ES70	BE_EBCI	_T	NON_SCHEDULED	2020-M06	2	P	
PASAJEROS	ES70	BE_EBCI	_T	NON_SCHEDULED	2020-M09	1	P	
PASAJEROS	ES70	BE_EBCI	_T	SCHEDULED	2020-M01	17986	P	
PASAJEROS	ES70	BE_EBCI	_T	SCHEDULED	2020-M02	19906	P	
PASAJEROS	ES70	BE_EBCI	_T	SCHEDULED	2020-M03	9606	P	
PASAJEROS	ES70	BE_EBCI	_T	SCHEDULED	2020-M06	270	P	
PASAJEROS	ES70	BE_EBCI	_T	SCHEDULED	2020-M07	7905	P	
PASAJEROS	ES70	BE_EBCI	_T	SCHEDULED	2020-M08	10534	P	
PASAJEROS	ES70	BE_EBCI	_T	SCHEDULED	2020-M09	5979	P	
PASAJEROS	ES70	BE_EBCI	_T	SCHEDULED	2020-M10	7502	P	
PASAJEROS	ES70	BE_EBCI	_T	SCHEDULED	2020-M11	9553	P	
PASAJEROS	ES70	BE_EBCI	_T	SCHEDULED	2020-M12	10607	P	
PASAJEROS	ES70	BE_EBLG	_T	COMMERCIAL	2020-M01	2818	P	
PASAJEROS	ES70	BE_EBLG	_T	COMMERCIAL	2020-M02	2590	P	
PASAJEROS	ES70	BE_EBLG	_T	COMMERCIAL	2020-M03	1711	P	
PASAJEROS	ES70	BE_EBLG	_T	COMMERCIAL	2020-M07	634	P	
PASAJEROS	ES70	BE_EBLG	_T	COMMERCIAL	2020-M08	1606	P	
PASAJEROS	ES70	BE_EBLG	_T	COMMERCIAL	2020-M09	1712	P	
PASAJEROS	ES70	BE_EBLG	_T	COMMERCIAL	2020-M10	790	P	
PASAJEROS	ES70	BE_EBLG	_T	COMMERCIAL	2020-M12	1	P	
PASAJEROS	ES70	BE_EBLG	_T	NON_SCHEDULED	2020-M09	103	P	
PASAJEROS	ES70	BE_EBLG	_T	NON_SCHEDULED	2020-M10	2	P	
PASAJEROS	ES70	BE_EBLG	_T	NON_SCHEDULED	2020-M12	1	P	
PASAJEROS	ES70	BE_EBLG	_T	SCHEDULED	2020-M01	2818	P	
PASAJEROS	ES70	BE_EBLG	_T	SCHEDULED	2020-M02	2590	P	
PASAJEROS	ES70	BE_EBLG	_T	SCHEDULED	2020-M03	1711	P	
PASAJEROS	ES70	BE_EBLG	_T	SCHEDULED	2020-M07	634	P	
PASAJEROS	ES70	BE_EBLG	_T	SCHEDULED	2020-M08	1606	P	
PASAJEROS	ES70	BE_EBLG	_T	SCHEDULED	2020-M09	1609	P	
PASAJEROS	ES70	BE_EBLG	_T	SCHEDULED	2020-M10	788	P	
PASAJEROS	ES70	BE_EBOS	_T	COMMERCIAL	2020-M01	6683	P	
PASAJEROS	ES70	BE_EBOS	_T	COMMERCIAL	2020-M02	6219	P	
PASAJEROS	ES70	BE_EBOS	_T	COMMERCIAL	2020-M03	3641	P	
PASAJEROS	ES70	BE_EBOS	_T	COMMERCIAL	2020-M04	2	P	
PASAJEROS	ES70	BE_EBOS	_T	COMMERCIAL	2020-M07	3105	P	
PASAJEROS	ES70	BE_EBOS	_T	COMMERCIAL	2020-M08	3897	P	
PASAJEROS	ES70	BE_EBOS	_T	COMMERCIAL	2020-M09	3533	P	
PASAJEROS	ES70	BE_EBOS	_T	COMMERCIAL	2020-M10	1682	P	
PASAJEROS	ES70	BE_EBOS	_T	COMMERCIAL	2020-M11	2	P	
PASAJEROS	ES70	BE_EBOS	_T	NON_SCHEDULED	2020-M02	2	P	
PASAJEROS	ES70	BE_EBOS	_T	NON_SCHEDULED	2020-M03	179	P	
PASAJEROS	ES70	BE_EBOS	_T	NON_SCHEDULED	2020-M04	2	P	
PASAJEROS	ES70	BE_EBOS	_T	NON_SCHEDULED	2020-M08	3	P	
PASAJEROS	ES70	BE_EBOS	_T	NON_SCHEDULED	2020-M09	2	P	
PASAJEROS	ES70	BE_EBOS	_T	NON_SCHEDULED	2020-M10	2	P	
PASAJEROS	ES70	BE_EBOS	_T	NON_SCHEDULED	2020-M11	2	P	
PASAJEROS	ES70	BE_EBOS	_T	SCHEDULED	2020-M01	6683	P	
PASAJEROS	ES70	BE_EBOS	_T	SCHEDULED	2020-M02	6217	P	
PASAJEROS	ES70	BE_EBOS	_T	SCHEDULED	2020-M03	3462	P	
PASAJEROS	ES70	BE_EBOS	_T	SCHEDULED	2020-M07	3105	P	
PASAJEROS	ES70	BE_EBOS	_T	SCHEDULED	2020-M08	3894	P	
PASAJEROS	ES70	BE_EBOS	_T	SCHEDULED	2020-M09	3531	P	
PASAJEROS	ES70	BE_EBOS	_T	SCHEDULED	2020-M10	1680	P	
PASAJEROS	ES70	BE_O	_T	COMMERCIAL	2020-M01	2	P	
PASAJEROS	ES70	BE_O	_T	COMMERCIAL	2020-M02	6	P	
PASAJEROS	ES70	BE_O	_T	COMMERCIAL	2020-M03	2	P	
PASAJEROS	ES70	BE_O	_T	COMMERCIAL	2020-M05	2	P	
PASAJEROS	ES70	BE_O	_T	COMMERCIAL	2020-M07	10	P	
PASAJEROS	ES70	BE_O	_T	COMMERCIAL	2020-M11	12	P	
PASAJEROS	ES70	BE_O	_T	NON_SCHEDULED	2020-M01	2	P	
PASAJEROS	ES70	BE_O	_T	NON_SCHEDULED	2020-M02	6	P	
PASAJEROS	ES70	BE_O	_T	NON_SCHEDULED	2020-M03	2	P	
PASAJEROS	ES70	BE_O	_T	NON_SCHEDULED	2020-M05	2	P	
PASAJEROS	ES70	BE_O	_T	NON_SCHEDULED	2020-M07	10	P	
PASAJEROS	ES70	BE_O	_T	NON_SCHEDULED	2020-M11	12	P	
PASAJEROS	ES70	CH	_T	COMMERCIAL	2020-M01	34388	P	
PASAJEROS	ES70	CH	_T	COMMERCIAL	2020-M02	36063	P	
PASAJEROS	ES70	CH	_T	COMMERCIAL	2020-M03	17521	P	
PASAJEROS	ES70	CH	_T	COMMERCIAL	2020-M04	215	P	
PASAJEROS	ES70	CH	_T	COMMERCIAL	2020-M05	2	P	
PASAJEROS	ES70	CH	_T	COMMERCIAL	2020-M06	5	P	
PASAJEROS	ES70	CH	_T	COMMERCIAL	2020-M07	11058	P	
PASAJEROS	ES70	CH	_T	COMMERCIAL	2020-M08	10542	P	
PASAJEROS	ES70	CH	_T	COMMERCIAL	2020-M09	6224	P	
PASAJEROS	ES70	CH	_T	COMMERCIAL	2020-M10	3162	P	
PASAJEROS	ES70	CH	_T	COMMERCIAL	2020-M11	5794	P	
PASAJEROS	ES70	CH	_T	COMMERCIAL	2020-M12	8528	P	
PASAJEROS	ES70	CH	_T	COMMERCIAL_O	2020-M04	2	P	
PASAJEROS	ES70	CH	_T	NON_SCHEDULED	2020-M01	9	P	
PASAJEROS	ES70	CH	_T	NON_SCHEDULED	2020-M02	30	P	
PASAJEROS	ES70	CH	_T	NON_SCHEDULED	2020-M03	40	P	
PASAJEROS	ES70	CH	_T	NON_SCHEDULED	2020-M04	213	P	
PASAJEROS	ES70	CH	_T	NON_SCHEDULED	2020-M05	2	P	
PASAJEROS	ES70	CH	_T	NON_SCHEDULED	2020-M06	5	P	
PASAJEROS	ES70	CH	_T	NON_SCHEDULED	2020-M07	13	P	
PASAJEROS	ES70	CH	_T	NON_SCHEDULED	2020-M10	1	P	
PASAJEROS	ES70	CH	_T	NON_SCHEDULED	2020-M11	10	P	
PASAJEROS	ES70	CH	_T	NON_SCHEDULED	2020-M12	19	P	
PASAJEROS	ES70	CH	_T	SCHEDULED	2020-M01	34379	P	
PASAJEROS	ES70	CH	_T	SCHEDULED	2020-M02	36033	P	
PASAJEROS	ES70	CH	_T	SCHEDULED	2020-M03	17481	P	
PASAJEROS	ES70	CH	_T	SCHEDULED	2020-M07	11045	P	
PASAJEROS	ES70	CH	_T	SCHEDULED	2020-M08	10542	P	
PASAJEROS	ES70	CH	_T	SCHEDULED	2020-M09	6224	P	
PASAJEROS	ES70	CH	_T	SCHEDULED	2020-M10	3161	P	
PASAJEROS	ES70	CH	_T	SCHEDULED	2020-M11	5784	P	
PASAJEROS	ES70	CH	_T	SCHEDULED	2020-M12	8509	P	
PASAJEROS	ES70	CH_LSGG	_T	COMMERCIAL	2020-M01	6015	P	
PASAJEROS	ES70	CH_LSGG	_T	COMMERCIAL	2020-M02	6900	P	
PASAJEROS	ES70	CH_LSGG	_T	COMMERCIAL	2020-M03	3083	P	
PASAJEROS	ES70	CH_LSGG	_T	COMMERCIAL	2020-M05	1	P	
PASAJEROS	ES70	CH_LSGG	_T	COMMERCIAL	2020-M07	8	P	
PASAJEROS	ES70	CH_LSGG	_T	COMMERCIAL	2020-M09	1162	P	
PASAJEROS	ES70	CH_LSGG	_T	COMMERCIAL	2020-M10	1616	P	
PASAJEROS	ES70	CH_LSGG	_T	COMMERCIAL	2020-M11	347	P	
PASAJEROS	ES70	CH_LSGG	_T	COMMERCIAL	2020-M12	1822	P	
PASAJEROS	ES70	CH_LSGG	_T	NON_SCHEDULED	2020-M01	2	P	
PASAJEROS	ES70	CH_LSGG	_T	NON_SCHEDULED	2020-M02	1	P	
PASAJEROS	ES70	CH_LSGG	_T	NON_SCHEDULED	2020-M03	11	P	
PASAJEROS	ES70	CH_LSGG	_T	NON_SCHEDULED	2020-M05	1	P	
PASAJEROS	ES70	CH_LSGG	_T	NON_SCHEDULED	2020-M07	8	P	
PASAJEROS	ES70	CH_LSGG	_T	NON_SCHEDULED	2020-M10	1	P	
PASAJEROS	ES70	CH_LSGG	_T	NON_SCHEDULED	2020-M12	12	P	
PASAJEROS	ES70	CH_LSGG	_T	SCHEDULED	2020-M01	6013	P	
PASAJEROS	ES70	CH_LSGG	_T	SCHEDULED	2020-M02	6899	P	
PASAJEROS	ES70	CH_LSGG	_T	SCHEDULED	2020-M03	3072	P	
PASAJEROS	ES70	CH_LSGG	_T	SCHEDULED	2020-M09	1162	P	
PASAJEROS	ES70	CH_LSGG	_T	SCHEDULED	2020-M10	1615	P	
PASAJEROS	ES70	CH_LSGG	_T	SCHEDULED	2020-M11	347	P	
PASAJEROS	ES70	CH_LSGG	_T	SCHEDULED	2020-M12	1810	P	
PASAJEROS	ES70	CH_LSZH	_T	COMMERCIAL	2020-M01	28372	P	
PASAJEROS	ES70	CH_LSZH	_T	COMMERCIAL	2020-M02	29161	P	
PASAJEROS	ES70	CH_LSZH	_T	COMMERCIAL	2020-M03	14431	P	
PASAJEROS	ES70	CH_LSZH	_T	COMMERCIAL	2020-M04	214	P	
PASAJEROS	ES70	CH_LSZH	_T	COMMERCIAL	2020-M05	1	P	
PASAJEROS	ES70	CH_LSZH	_T	COMMERCIAL	2020-M06	5	P	
PASAJEROS	ES70	CH_LSZH	_T	COMMERCIAL	2020-M07	11050	P	
PASAJEROS	ES70	CH_LSZH	_T	COMMERCIAL	2020-M08	10542	P	
PASAJEROS	ES70	CH_LSZH	_T	COMMERCIAL	2020-M09	5062	P	
PASAJEROS	ES70	CH_LSZH	_T	COMMERCIAL	2020-M10	1512	P	
PASAJEROS	ES70	CH_LSZH	_T	COMMERCIAL	2020-M11	5437	P	
PASAJEROS	ES70	CH_LSZH	_T	COMMERCIAL	2020-M12	6706	P	
PASAJEROS	ES70	CH_LSZH	_T	COMMERCIAL_O	2020-M04	2	P	
PASAJEROS	ES70	CH_LSZH	_T	NON_SCHEDULED	2020-M01	6	P	
PASAJEROS	ES70	CH_LSZH	_T	NON_SCHEDULED	2020-M02	27	P	
PASAJEROS	ES70	CH_LSZH	_T	NON_SCHEDULED	2020-M03	22	P	
PASAJEROS	ES70	CH_LSZH	_T	NON_SCHEDULED	2020-M04	212	P	
PASAJEROS	ES70	CH_LSZH	_T	NON_SCHEDULED	2020-M05	1	P	
PASAJEROS	ES70	CH_LSZH	_T	NON_SCHEDULED	2020-M06	5	P	
PASAJEROS	ES70	CH_LSZH	_T	NON_SCHEDULED	2020-M07	5	P	
PASAJEROS	ES70	CH_LSZH	_T	NON_SCHEDULED	2020-M12	7	P	
PASAJEROS	ES70	CH_LSZH	_T	SCHEDULED	2020-M01	28366	P	
PASAJEROS	ES70	CH_LSZH	_T	SCHEDULED	2020-M02	29134	P	
PASAJEROS	ES70	CH_LSZH	_T	SCHEDULED	2020-M03	14409	P	
PASAJEROS	ES70	CH_LSZH	_T	SCHEDULED	2020-M07	11045	P	
PASAJEROS	ES70	CH_LSZH	_T	SCHEDULED	2020-M08	10542	P	
PASAJEROS	ES70	CH_LSZH	_T	SCHEDULED	2020-M09	5062	P	
PASAJEROS	ES70	CH_LSZH	_T	SCHEDULED	2020-M10	1512	P	
PASAJEROS	ES70	CH_LSZH	_T	SCHEDULED	2020-M11	5437	P	
PASAJEROS	ES70	CH_LSZH	_T	SCHEDULED	2020-M12	6699	P	
PASAJEROS	ES70	CH_O	_T	COMMERCIAL	2020-M01	1	P	
PASAJEROS	ES70	CH_O	_T	COMMERCIAL	2020-M02	2	P	
PASAJEROS	ES70	CH_O	_T	COMMERCIAL	2020-M03	7	P	
PASAJEROS	ES70	CH_O	_T	COMMERCIAL	2020-M04	1	P	
PASAJEROS	ES70	CH_O	_T	COMMERCIAL	2020-M10	34	P	
PASAJEROS	ES70	CH_O	_T	COMMERCIAL	2020-M11	10	P	
PASAJEROS	ES70	CH_O	_T	NON_SCHEDULED	2020-M01	1	P	
PASAJEROS	ES70	CH_O	_T	NON_SCHEDULED	2020-M02	2	P	
PASAJEROS	ES70	CH_O	_T	NON_SCHEDULED	2020-M03	7	P	
PASAJEROS	ES70	CH_O	_T	NON_SCHEDULED	2020-M04	1	P	
PASAJEROS	ES70	CH_O	_T	NON_SCHEDULED	2020-M11	10	P	
PASAJEROS	ES70	CH_O	_T	SCHEDULED	2020-M10	34	P	
PASAJEROS	ES70	CV	_T	COMMERCIAL	2020-M01	1825	P	
PASAJEROS	ES70	CV	_T	COMMERCIAL	2020-M02	1342	P	
